,inputs.city,inputs.country,inputs.post_code,inputs.post_code_plus4,inputs.postcode,inputs.safety_flag,inputs.state,inputs.street,attom_expanded_profile_report.row_id,attom_expanded_profile_report.client_id,attom_expanded_profile_report.attom_id,attom_expanded_profile_report.error
321,Washington,US,20002,,20002,True,DC,1003 Florida Ave NE,321,,201609566,
322,HILLSBOROUGH,US,8844,,8844,False,NJ,293 GEMINI DR,322,,9919315,
323,Shreveport,US,71104,,71104,False,LA,1326 Georgia St,323,,194660043,
324,Ocean,US,7712,4545,07712-4545,False,NJ,1304 Turner Ave,324,,195776196,
325,Paterson,US,7514,,7514,False,NJ,789 11th Avenue,325,,,
326,Portland,US,97206,,97206,False,OR,6208 SE 42nd Ave,326,,41263889,
327,Leander,US,78641,3798,78641-3798,False,TX,121 Pine Island Ln,327,,324252030,
328,Hoffman Estates,US,60192,,60192,False,IL,1345 Rock Cove Ct,328,,174778776,
329,San Francisco,US,94107,,94107,False,CA,2211 18th St.,329,,,
330,Valrico,US,33594,,33594,False,FL,705 Rollingwood Ln,330,,40069842,
331,Manassas Park,US,20111,,20111,False,VA,9700 Elzey place,331,,207489217,
332,Saugus,US,91350,,91350,False,CA,26600 Gavilan Drive,332,,40082093,
333,Girard,US,30426,,30426,False,GA,9730 ga hwy. 23 south,333,,215999060,
334,Fulton,US,20759,,20759,False,MD,7722 Tilghman St,334,,28227963,
335,Deptford Township,US,8096,,8096,False,NJ,259 Evelyn Drive,335,,201888814,
336,Chandler,US,85225,,85225,False,AZ,13520 East Cindy Street,336,,25409852,
337,Elkhart,US,46514,8454,46514-8454,True,IN,1425 Presidents Dr,337,,,
338,Rosemead,US,91770,1802,91770-1802,True,CA,8904 Marshall St Apt D,338,,,
339,Eagle River,US,99577,9288,99577-9288,False,AK,14004 Old Glenn Hwy,339,,,
340,Millerstown,US,17062,,17062,False,PA,4913 Raccoon Valley Rd,340,,205412443,
341,Plainfield,US,60586,,60586,False,IL,16164 South Arbor Drive,341,,2070807,
342,Cliffside Park,US,7010,3038,07010-3038,False,NJ,50 Lincoln Ave,342,,,
343,Rock Valley,US,51247,,51247,False,IA,1819 15st,343,,,
344,Chesterfield,US,8515,,8515,False,NJ,2 Chesterfield Georgetown Road ,344,,197580215,
345,New York,US,10003,,10003,True,NY,33 St Marks PL 2e ,345,,169553119,
346,North Syracuse,US,13212,,13212,False,NY,792 North Main Street Ste 200E,346,,,
347,Buskirk,US,12028,,12028,True,NY,61 Youngs Road ,347,,169109966,
348,Syracuse,US,13206,,13206,False,NY,3056 Burnet Avenue ,348,,,
349,Newport Beach,US,92663,,92663,True,CA,3020 Newport Blvd ,349,,147641508,
350,New York,US,10036,,10036,False,NY,7 West 45th Street  Suite 707 ,350,,45739319,
351,MELVILLE,US,11747,,11747,False,NY,8 ALTAMORE ST ,351,,12947011,
352,Los Angeles,US,90015,,90015,True,CA,117 W. 9th St. Suite 715,352,,154654418,
353,Brewster,US,10509,,10509,False,NY,78 Joes Hill Rd.  ,353,,42623286,
354,Fort Lee,US,7024,,7024,True,NJ,2125 Center Ave Ste 412,354,,205710214,
355,Pleasant Valley,US,12569,,12569,False,NY,PO Box 685 ,355,,,
356,San Clemente,US,92674,,92674,False,CA,PO Box 5225  ,356,,,
357,Manhattan Beach,US,90266,,90266,True,CA,1140 8th St ,357,,49054843,
358,San Diego,US,92101,,92101,False,CA,555 West Beech Street Suite 500,358,,24421916,
359,New York,US,10965,,10965,True,NY,"800A Fifth Ave, Suite 502 ",359,,170590195,
360,San Rafael,US,94903,,94903,False,CA,55 Professional Center Pkway Ste F ,360,,156701323,
361,San Francisco,US,94107,,94107,False,CA,"480 2nd St, Suite 201 ",361,,155775479,
362,Thousand Oaks,US,91360,,91360,True,CA,2190 Lynn Road #200 ,362,,248810871,
363,Brooklyn,US,11212,,11212,False,NY,190 E 98th St ,363,,45608305,
364,Carson,US,90746,,90746,True,CA,1450 Charles Wllard Street ,364,,155011846,
365,San Francisco,US,94109,,94109,False,CA,1439 Pacific Ave ,365,,,
366,Santa Rosa,US,95404,,95404,False,CA,804 College Ave ,366,,156165966,
367,Gardena,US,90248,,90248,True,CA,1580 Artesia Square  # A,367,,238152724,
368,Buffalo,US,14203,,14203,False,NY,640 Ellicott St. ,368,,208799783,
369,San Francisco,US,94131,,94131,True,CA,98 MARTHA AVE  ,369,,155797912,
370,Neptune,US,7753,,7753,False,NJ,707 Highway 35 ,370,,,
371,New York,US,10036,,10036,False,NY,400 W 43rd St Apt 27-J,371,,,
372,Belleville,US,7109,,7109,True,NJ,484 Washington Ave ,372,,188855797,
373,Los Angeles,US,90048,,90048,False,CA,955 Carrillo Dr #103,373,,223566512,
374,New York,US,10018,,10018,True,NY,372 Fifth Avenue ,374,,142807821,
375,Brick,US,8723,,8723,False,NJ,"74 Brick Blvd Bldg 4, Suite 206B",375,,195784026,
376,ROSEVILLE,US,95661,,95661,False,CA,2225 BANBURY CIR ,376,,52939677,
377,New York,US,10018,,10018,True,NY,336 W 37th St Suite 1060,377,,168306445,
378,Kingsburg,US,93631,,93631,False,CA,2030 Mariposa St ,378,,43923503,
379,Palo Alto,US,94304,,94304,True,CA,950 Page Mill Road ,379,,158167955,
380,EL CAJON,US,92022,,92022,False,CA,PO Box 965 ,380,,,
381,Buffalo,US,14214,,14214,False,NY,2121 Main Street Suite 210  ,381,,,
382,Staten Island,US,10301,,10301,True,NY,52 Victory Blvd ,382,,168219098,
383,Arverne,US,11692,,11692,False,NY,6200 Beach Channel Dr ,383,,170649682,
384,San Francisco,US,94103,,94103,True,CA,1128 Howard Street ,384,,,
385,Newport Beach,US,92660,,92660,False,CA,360 San Miquel Dr Ste 501 ,385,,157773210,
386,Valencia,US,91355,,91355,False,CA,24307 Magic Mountain Pkwy # 36 ,386,,,
387,La Mesa,US,91942,,91942,False,CA,8851 Center Dr. Suite 405 ,387,,155370663,
388,Barnegat,US,8005,,8005,True,NJ,890 West Bay Ave Suite A  ,388,,,
389,Hurley,US,12443,,12443,False,NY,691 Hurley Avenue ,389,,170086375,
390,Lewiston,US,14092,,14092,False,NY,441 Center Street ,390,,170336857,
391,Egg Harbor Township,US,8234,,8234,True,NJ,6690 Black Horse Pike ,391,,188814026,
392,Santa Rosa,US,95403,,95403,False,CA,2781 Royal Oak Place ,392,,40676898,
393,Rochester,US,14620,,14620,True,NY,Stratagem c/o Liza Pabon,393,,,
394,New York,US,10017,,10017,False,NY,304 E 49th St ,394,,168050997,
395,New York,US,10019,,10019,False,NY,818 10th ave  ,395,,169561408,
396,Clifton Park,US,12065,,12065,True,NY,1505 Route 9 #3 ,396,,,
397,New York,US,10013,,10013,False,NY,"447 Broadway, Fl 2  ",397,,170573016,
398,Newport Beach,US,92660,,92660,True,CA,"4540 Campus Drive, Suite 146 ",398,,158155354,
399,Perth Amboy,US,8861,,8861,False,NJ,295 State St ,399,,,
400,Sacramento,US,95833,,95833,False,CA,"1760 Creekside Oaks Dr, Ste 120 ",400,,30462852,
401,New York,US,10009,,10009,True,NY,PO Box 1267 ,401,,,
402,San Francisco,US,94131,,94131,False,CA,1501 Diamond St ,402,,40592992,
403,Santa Monica,US,90403,,90403,True,CA,832 3rd St #203,403,,154559573,
404,Los Angeles,US,90049,,90049,False,CA,11661 San Vicente Blvd #301 ,404,,,
405,New York,US,10036,,10036,False,NY,15 W 47TH STE 402 ,405,,168029843,
406,El Segundo,US,90245,,90245,True,CA,"840 Apollo Street, Suite 206  ",406,,154506344,
407,Syracuse,US,13202,,13202,False,NY,235 Harrison Street ,407,,169180531,
408,GARDEN GROVE,US,92844,,92844,True,CA,"9191 WESTMINSTER AVE., #208 ",408,,40416929,
409,Chino,US,91710,,91710,False,CA,"5690 Schaefer Avenue, Suite A ",409,,,
410,Fairfield,US,7004,,7004,False,NJ,130 Clinton Road Ste 201 ,410,,199581681,
411,Seaside,US,93955,,93955,True,CA,1760 Fremont Blvd Ste F3,411,,,
412,Los Angeles,US,90064,,90064,False,CA,"11500 W. Olympic Blvd., Suite 400 ",412,,,
413,Ithaca,US,14852,,14852,True,NY,PO BOX 4161 ,413,,,
414,New York,US,10036,,10036,False,NY,"1460 Broadway, Floor 9 ",414,,253374315,
415,troy,US,12182,,12182,False,NY,13 Stoneledge Dr Unit 11,415,,,
416,Sparta,US,7871,,7871,True,NJ,15 Saddle Ridge Rd  ,416,,204172239,
417,Amherst,US,14226,,14226,False,NY,100 Corporate Pkwy Ste 106 ,417,,,
418,Brooklyn,US,11214,,11214,True,NY,7 Bay 28Th St Suite 1 2nd Floor ,418,,170795742,
419,West Hollywood,US,90069,,90069,False,CA,8560 Sunset Blvd Floor 10,419,,155010024,
420,Glenmont,US,12077,,12077,False,NY,48 Rotterdam Drive ,420,,48537764,
421,San Diego,US,92104,,92104,True,CA,3245 University Avenue #266 ,421,,206551040,
422,Cazenovia,US,13035,,13035,False,NY,132 Albany St  ,422,,28647612,
423,Hightstown,US,8520,,8520,True,NJ,1130 Edinburg-Windsor Road  ,423,,195299823,
424,New York,US,10035,,10035,False,NY,1485 5th Avenue Apt 7A ,424,,170494512,
425,Brentwood,US,11717,,11717,False,NY,529 Second Ave ,425,,249083685,
426,New York,US,10019,,10019,True,NY,445 W50th street ,426,,169561338,
427,Moravia,US,13118,,13118,False,NY,46 W. Cayuga Street ,427,,50329420,
428,Hamilton Square,US,8690,,8690,True,NJ,3695 Nottingham Way ,428,,,
429,Penn Yan,US,14527,,14527,False,NY,248 Lake St Plaza ,429,,,
430,New York,US,10016,,10016,False,NY,347 5th Ave Ste 709 ,430,,,
431,Los Angeles,US,90066,,90066,True,CA,11613 Washington Place ,431,,,
432,Santa Monica,US,90403,,90403,False,CA,2118 Wilshire Blvd ,432,,,
433,San Diego,US,92130,,92130,True,CA,3830 Valley Centre Dr #705-701,433,,223390422,
434,San Francisco,US,94158,,94158,False,CA,"Pier 54, Suite 208 ",434,,,
435,"Chatham,",US,7928,,7928,False,NJ,368 Main St. ,435,,198970600,
436,Geneseo,US,14454,,14454,True,NY,53 Main St ,436,,28647155,
437,Brooklyn,US,11215,,11215,False,NY,540 President St 3rd Fl,437,,,
438,Newark,US,7105,,7105,True,NJ,112 Wilson Ave ,438,,195768790,
439,Belleville,US,7109,,7109,False,NJ,345 Division Ave ,439,,142446125,
440,Norwich,US,13815,,13815,False,NY,15 Maydole St ,440,,48809031,
441,Ocean View,US,8230,,8230,True,NJ,521 Sea Isle Blvd ,441,,199412209,
442,Los Angeles,US,90027,,90027,False,CA,1920 Hillhurst Ave #1153,442,,,
443,Fremont,US,94538,,94538,True,CA,47509 Seabridge Drive ,443,,,
444,Melville,US,11747,,11747,False,NY,90 Broadhollow Rd ,444,,28527722,
445,New York,US,10007,,10007,False,NY,"299 Broadway, Suite 1310 ",445,,169539941,
446,San Francisco,US,94105,,94105,True,CA,156 2nd Street ,446,,,
447,Albany,US,12208,,12208,False,NY,809 Madison Avenue ,447,,37801917,
448,Newport Beach,US,92663,,92663,True,CA,320 Superior Avenue Suite 290,448,,155699480,
449,Palo Alto,US,94301,,94301,False,CA,755 Ramona St ,449,,43242200,
450,New York,US,10113,,10113,False,NY,PO Box 191 ,450,,,
451,Troy,US,12180,,12180,True,NY,1520 6th Avenue Suite 102,451,,209197923,
452,East Brunswick,US,8816,,8816,False,NJ,6 Cambridge Ct. ,452,,48471644,
453,Calabasas,US,91302,,91302,True,CA,23679 Calabasas Road #345 ,453,,,
454,Jersey City,US,7302,,7302,False,NJ,20 Laurel Ct ,454,,195271853,
455,GLEN COVE,US,11542,,11542,False,NY,114 FOREST AVENUE ,455,,323295608,
456,NEW YORK,US,10014,,10014,True,NY,"115 Washington Place, Unit B ",456,,168647057,
457,Catskill,US,12414,,12414,False,NY,392 Main St ,457,,168360445,
458,Brooklyn,US,11217,,11217,True,NY,66 Rockwell Pl Apt 25A,458,,,
459,Far Rockaway,US,11691,,11691,False,NY,1901 Mott Ave. ,459,,169833412,
460,Bronx,US,10453,,10453,False,NY,2260 Morris Avenue ,460,,153182823,
461,Rockaway Beach,US,11693,,11693,True,NY,88-18 Rockaway Beach Blvd ,461,,44909681,
462,HALF MOON BAY,US,94019,,94019,False,CA,300 Main St ,462,,,
463,Yorktown Heights,US,10598,,10598,True,NY,157 Tomahawk St  ,463,,,
464,San Francisco,US,94110,,94110,False,CA,301 Bocana Street ,464,,157046243,
465,Syracuse,US,13210,,13210,False,NY,556 West Cott Street ,465,,,
466,Rocky Point,US,11778,,11778,True,NY,77A Rt 25-A ,466,,,
467,Saratoga Springs,US,12866,,12866,False,NY,23 Division Street ,467,,,
468,Staten Island,US,10309,,10309,True,NY,40-C Marble Loop  ,468,,,
469,Clayton,US,94517,,94517,False,CA,237 El Pueblo Place ,469,,43829394,
470,Glen Head,US,11545,,11545,False,NY,6 Wood Acres Road ,470,,4859623,
471,Gardiner,US,12525,,12525,True,NY,2694 Rt 44/55 ,471,,168997523,
472,Lake Hiawatha,US,7034,,7034,False,NJ,9 Manito Ave ,472,,48641970,
473,Rahway,US,7065,,7065,True,NJ,735 East Hazlewood Ave ,473,,190839209,
474,Torrance,US,90502,,90502,False,CA,22918 Mariposa Ave ,474,,154898116,
475,Pleasanton,US,94566,,94566,False,CA,63 West Angela St ,475,,,
476,Syosset,US,11791,,11791,True,NY,40 Cold Spring Road  ,476,,,
477,Huntington Beach,US,92646,,92646,False,CA,9131 ADAMS AVE ,477,,157760399,
478,Walnut Creek,US,94598,,94598,True,CA,"3021 Citrus Circle, Suite 250 ",478,,158161181,
479,West Hollywood,US,90069,,90069,False,CA,9201 W Sunset Blvd Ste 416,479,,154773516,
480,Ithaca,US,14850,,14850,False,NY,309 N. Tioga St ,480,,170074180,
481,Long Beach,US,90802,,90802,True,CA,304 Cherry Ave ,481,,,
482,New York,US,10022,,10022,False,NY,300 EAST 56TH ST ,482,,169576558,
483,East Isilp,US,11730,,11730,True,NY,127 Woodland Street ,483,,46906353,
484,Jamaica,US,11434,,11434,False,NY,114-49 Sutphin Blvd ,484,,26929532,
485,Brooklyn,US,11206,,11206,False,NY,249 Graham Ave ,485,,48777309,
486,Westwood,US,7675,,7675,True,NJ,341 Broadway ,486,,,
487,Nutley,US,7110,,7110,False,NJ,213 Stratford Dr ,487,,42502288,
488,New York,US,10023,,10023,True,NY,157 Columbus Avenue #425 ,488,,,
489,New York,US,10003,,10003,False,NY,41 Union Square W Ste 1020,489,,168655805,
490,Red Bank,US,7701,,7701,False,NJ,63 S Street ,490,,152717650,
491,Brooklyn,US,11205,,11205,True,NY,48 Spencer Suite 220,491,,169476557,
492,Auburn,US,13021,,13021,False,NY,1579 Clark Street Road PO BOX 7058,492,,170526594,
493,Parsippany,US,7054,,7054,True,NJ,5 Windsor Road ,493,,187215400,
494,Petaluma,US,94954,,94954,False,CA,755 Baywood Drive 755 Baywood Drive  Second Floor ,494,,147112105,
495,Horseheads,US,14845,,14845,False,NY,819 South Main Street ,495,,168478914,
496,Rochester,US,14623,,14623,True,NY,"900 Jefferson Road, Suite P9 ",496,,170516263,
497,Amherst,US,14228,,14228,False,NY,210 John Glenn Drive Ste 3 ,497,,,
498,Millburn,US,7041,,7041,True,NJ,321 Millburn Ave ,498,,42354428,
499,Fort Lee,US,7024,,7024,False,NJ,"2125 Center Ave, Ste 308 ",499,,205710214,
